Spotify,Band → ID
https://open.spotify.com/artist/0E6FqgIQef7ccf2O9pwPAB?si=TVFjIL9qTeOITx9e1tv9GA,1603
https://open.spotify.com/artist/4R4KlvoeFOSDYDAW5X1cQy,1652
https://open.spotify.com/album/3ANtJY39CTgU96sdqpiuH6,363
https://open.spotify.com/album/4JcY0lLsbUDk6LXBk7mz5u#_=_,1643
https://open.spotify.com/album/0Is4cPFUBqzF5JUxcZGzmH,1618
https://open.spotify.com/album/2B7dpU6mX2wYZhLz2ykAvJ,1638
https://open.spotify.com/artist/2pLCPj16MdarXf0lwPBMN8,1475
https://open.spotify.com/artist/1aFYlZAZI1zfbrdr3i5kep?si=qQ579MeJQgCMXHrysPpsvg,1640
https://open.spotify.com/album/1wETFRrWWkzPxTV3wPdXIH,1045
https://open.spotify.com/artist/02tn6Wser5nErSfXqIYNro?si=HQDzrMRhQlqzhHAAArb_0g,1685
https://open.spotify.com/artist/2YMHcSyNybPd50ElZ768aI?si=jtw50gIiSxircI9j8xOxBw,1667
https://open.spotify.com/track/1nZaGZ97ah8APCsimvCdin,1692
https://open.spotify.com/artist/2SA8kSdrElh8uRTa7AnGyL?si=s_vWIljZS2GeBYXjcQha5g,1686
https://open.spotify.com/artist/5ndeMw2z0ELeOfXGAMBGtc?si=uM7S0Y2MQhC6l47IdZK29w,1684
https://open.spotify.com/artist/0e0zEzdoroxpTp4pWlxZ5n,1592
https://open.spotify.com/artist/1x5z5vhTD3WiZbu4CAHjNA?si=HqSscdUpQtG6QqpdkxgfBA,1591
https://open.spotify.com/artist/2BqJ3eBcmWDk9xBSn4cLgU,1701
https://open.spotify.com/artist/6Xl8ZcTU9ap84kZbn72SSl?si=8fTsUK5JT7eop_0hcuXGMw,1590
https://open.spotify.com/artist/5itg0wYDxobwV8iRUq8dzb?si=ii3xUBsERKul39RIbNBIKA,1689
https://open.spotify.com/artist/5yvXt7fxGMx3Vkx8VA5pAh,1700
https://open.spotify.com/artist/5VeGbzvQcEpiDLuS2vAPvd?si=uq6Z0InNTNK_wcjpQt3ypQ,1681
https://open.spotify.com/artist/3g0J5Gw34oA6Vn5FWCFpss,1709
https://open.spotify.com/artist/0I3oXjzeXbQKcluuKd1b0B?si=K4bcUSytR2-1frrqzrB2yQ,1704
https://open.spotify.com/artist/608AXCiBg9XiLQZokGr4iT?si=b4YUk_XvRuKFzdj3mUUZGQ,1665
https://open.spotify.com/artist/1LwWsyV3oUX40jDuwMeyTB,1597
https://open.spotify.com/artist/5iCE1oY12ykk5RD1VIUKrf?si=yqAm7rsnSN2XjvoaMsvz-A,1729
https://open.spotify.com/artist/0XcR2JDNe5xqTxlP96gxr1?si=4arGlcqrSWGMjMEGrP1E5A,1719
https://open.spotify.com/artist/6X6TqxjJ1IQ42l1HU5aJIf?si=EwXtQ0iiTAu670KyTsbb9w,647
https://open.spotify.com/artist/5rbHivKB8GAw0atMhtkhYz?nd=1,1739
https://open.spotify.com/artist/016Guj9OFHKUzYqy4aX38M?si=90CiUXsJRMyRTujxNhOBrQ,1636
https://open.spotify.com/artist/3jmUITfH1hOXGsjZLGL84t?si=KHDIriIiRLGFYt0MBHm73g,1755
https://open.spotify.com/artist/4gLjewMzkKRnCZ6pPxoHbj?si=DhIdWgzcTqW4UxswfOUkvQ,1761
